parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label
AllenCCF-Annotation-2020-609,AllenCCF-Ontology-2017-609,AllenCCF-Ontology-2017-STRU,599,132628,0.13262800000000002,#FF8084,255,128,132,Subparafascicular area,SPA,structure,3,115,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1044,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1033,61144,0.06114400000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1044,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1033,61144,0.06114400000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1044,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1033,61144,0.06114400000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1044,AllenCCF-Ontology-2017-1044,AllenCCF-Ontology-2017-STRU,1033,61144,0.06114400000000001,#FF8084,255,128,132,Peripeduncular nucleus,PP,structure,3,116,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1072,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1061,173090,0.17309000000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1072,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1061,173090,0.17309000000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1072,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1061,173090,0.17309000000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1072,AllenCCF-Ontology-2017-475,AllenCCF-Ontology-2017-STRU,1061,173090,0.17309000000000002,#FF8084,255,128,132,Medial geniculate complex,MG,structure,3,117,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1072,AllenCCF-Ontology-2017-1072,AllenCCF-Ontology-2017-SUBS,1061,173090,0.17309000000000002,#FF8084,255,128,132,"Medial geniculate complex, dorsal part",MGd,substructure,4,430,AllenCCF-Ontology-2017-475
AllenCCF-Annotation-2020-1079,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1068,276444,0.276444,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1079,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1068,276444,0.276444,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1079,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1068,276444,0.276444,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1079,AllenCCF-Ontology-2017-475,AllenCCF-Ontology-2017-STRU,1068,276444,0.276444,#FF8084,255,128,132,Medial geniculate complex,MG,structure,3,117,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1079,AllenCCF-Ontology-2017-1079,AllenCCF-Ontology-2017-SUBS,1068,276444,0.276444,#FF8084,255,128,132,"Medial geniculate complex, ventral part",MGv,substructure,4,431,AllenCCF-Ontology-2017-475
AllenCCF-Annotation-2020-1088,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1077,250310,0.25031000000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1088,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1077,250310,0.25031000000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1088,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1077,250310,0.25031000000000003,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1088,AllenCCF-Ontology-2017-475,AllenCCF-Ontology-2017-STRU,1077,250310,0.25031000000000003,#FF8084,255,128,132,Medial geniculate complex,MG,structure,3,117,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1088,AllenCCF-Ontology-2017-1088,AllenCCF-Ontology-2017-SUBS,1077,250310,0.25031000000000003,#FF8084,255,128,132,"Medial geniculate complex, medial part",MGm,substructure,4,432,AllenCCF-Ontology-2017-475
AllenCCF-Annotation-2020-496345664,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1285,207304,0.20730400000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-496345664,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1285,207304,0.20730400000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-496345664,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1285,207304,0.20730400000000004,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-496345664,AllenCCF-Ontology-2017-170,AllenCCF-Ontology-2017-STRU,1285,207304,0.20730400000000004,#FF8084,255,128,132,Dorsal part of the lateral geniculate complex,LGd,structure,3,118,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-496345664,AllenCCF-Ontology-2017-496345664,AllenCCF-Ontology-2017-SUBS,1285,207304,0.20730400000000004,#FF8084,255,128,132,"Dorsal part of the lateral geniculate complex, shell",LGd-sh,substructure,4,433,AllenCCF-Ontology-2017-170
AllenCCF-Annotation-2020-496345668,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1286,419172,0.41917200000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-496345668,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1286,419172,0.41917200000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-496345668,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1286,419172,0.41917200000000004,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-496345668,AllenCCF-Ontology-2017-170,AllenCCF-Ontology-2017-STRU,1286,419172,0.41917200000000004,#FF8084,255,128,132,Dorsal part of the lateral geniculate complex,LGd,structure,3,118,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-496345668,AllenCCF-Ontology-2017-496345668,AllenCCF-Ontology-2017-SUBS,1286,419172,0.41917200000000004,#FF8084,255,128,132,"Dorsal part of the lateral geniculate complex, core",LGd-co,substructure,4,434,AllenCCF-Ontology-2017-170
AllenCCF-Annotation-2020-496345672,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1287,95850,0.09585000000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-496345672,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1287,95850,0.09585000000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-496345672,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1287,95850,0.09585000000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-496345672,AllenCCF-Ontology-2017-170,AllenCCF-Ontology-2017-STRU,1287,95850,0.09585000000000002,#FF8084,255,128,132,Dorsal part of the lateral geniculate complex,LGd,structure,3,118,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-496345672,AllenCCF-Ontology-2017-496345672,AllenCCF-Ontology-2017-SUBS,1287,95850,0.09585000000000002,#FF8084,255,128,132,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,substructure,4,435,AllenCCF-Ontology-2017-170
AllenCCF-Annotation-2020-218,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,211,1200686,1.2006860000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-218,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,211,1200686,1.2006860000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-218,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,211,1200686,1.2006860000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-218,AllenCCF-Ontology-2017-218,AllenCCF-Ontology-2017-STRU,211,1200686,1.2006860000000001,#FF909F,255,144,159,Lateral posterior nucleus of the thalamus,LP,structure,3,119,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1020,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1009,1252618,1.2526180000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1020,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1009,1252618,1.2526180000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1020,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1009,1252618,1.2526180000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1020,AllenCCF-Ontology-2017-1020,AllenCCF-Ontology-2017-STRU,1009,1252618,1.2526180000000002,#FF909F,255,144,159,Posterior complex of the thalamus,PO,structure,3,120,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1029,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1018,205490,0.20549000000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1029,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1018,205490,0.20549000000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1029,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1018,205490,0.20549000000000003,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1029,AllenCCF-Ontology-2017-1029,AllenCCF-Ontology-2017-STRU,1018,205490,0.20549000000000003,#FF909F,255,144,159,Posterior limiting nucleus of the thalamus,POL,structure,3,121,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-325,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,315,180892,0.18089200000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-325,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,315,180892,0.18089200000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-325,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,315,180892,0.18089200000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-325,AllenCCF-Ontology-2017-325,AllenCCF-Ontology-2017-STRU,315,180892,0.18089200000000002,#FF909F,255,144,159,Suprageniculate nucleus,SGN,structure,3,122,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-560581551,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1300,235712,0.23571200000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-560581551,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1300,235712,0.23571200000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-560581551,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1300,235712,0.23571200000000003,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-560581551,AllenCCF-Ontology-2017-560581551,AllenCCF-Ontology-2017-STRU,1300,235712,0.23571200000000003,#FF909F,255,144,159,Ethmoid nucleus of the thalamus,Eth,structure,3,123,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-255,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,248,415604,0.4156040000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-255,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,248,415604,0.4156040000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-255,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,248,415604,0.4156040000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-255,AllenCCF-Ontology-2017-255,AllenCCF-Ontology-2017-STRU,248,415604,0.4156040000000001,#FF909F,255,144,159,Anteroventral nucleus of thalamus,AV,structure,3,124,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1096,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1085,244270,0.24427000000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1096,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1085,244270,0.24427000000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1096,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1085,244270,0.24427000000000004,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1096,AllenCCF-Ontology-2017-127,AllenCCF-Ontology-2017-STRU,1085,244270,0.24427000000000004,#FF909F,255,144,159,Anteromedial nucleus,AM,structure,3,125,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1096,AllenCCF-Ontology-2017-1096,AllenCCF-Ontology-2017-SUBS,1085,244270,0.24427000000000004,#FF909F,255,144,159,"Anteromedial nucleus, dorsal part",AMd,substructure,4,442,AllenCCF-Ontology-2017-127
AllenCCF-Annotation-2020-1104,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1093,166352,0.16635200000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1104,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1093,166352,0.16635200000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1104,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1093,166352,0.16635200000000003,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1104,AllenCCF-Ontology-2017-127,AllenCCF-Ontology-2017-STRU,1093,166352,0.16635200000000003,#FF909F,255,144,159,Anteromedial nucleus,AM,structure,3,125,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1104,AllenCCF-Ontology-2017-1104,AllenCCF-Ontology-2017-SUBS,1093,166352,0.16635200000000003,#FF909F,255,144,159,"Anteromedial nucleus, ventral part",AMv,substructure,4,443,AllenCCF-Ontology-2017-127
AllenCCF-Annotation-2020-64,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,59,161114,0.16111400000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-64,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,59,161114,0.16111400000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-64,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,59,161114,0.16111400000000003,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-64,AllenCCF-Ontology-2017-64,AllenCCF-Ontology-2017-STRU,59,161114,0.16111400000000003,#FF909F,255,144,159,Anterodorsal nucleus,AD,structure,3,126,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1120,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1108,43372,0.04337200000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1120,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1108,43372,0.04337200000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1120,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1108,43372,0.04337200000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1120,AllenCCF-Ontology-2017-1120,AllenCCF-Ontology-2017-STRU,1108,43372,0.04337200000000001,#FF909F,255,144,159,Interanteromedial nucleus of the thalamus,IAM,structure,3,127,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1113,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1102,111558,0.11155800000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1113,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1102,111558,0.11155800000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1113,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1102,111558,0.11155800000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1113,AllenCCF-Ontology-2017-1113,AllenCCF-Ontology-2017-STRU,1102,111558,0.11155800000000002,#FF909F,255,144,159,Interanterodorsal nucleus of the thalamus,IAD,structure,3,128,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-155,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,150,1016484,1.0164840000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-155,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,150,1016484,1.0164840000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-155,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,150,1016484,1.0164840000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-155,AllenCCF-Ontology-2017-155,AllenCCF-Ontology-2017-STRU,150,1016484,1.0164840000000002,#FF909F,255,144,159,Lateral dorsal nucleus of thalamus,LD,structure,3,129,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-59,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,54,176410,0.17641000000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-59,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,54,176410,0.17641000000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-59,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,54,176410,0.17641000000000004,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-59,AllenCCF-Ontology-2017-59,AllenCCF-Ontology-2017-STRU,54,176410,0.17641000000000004,#FF909F,255,144,159,Intermediodorsal nucleus of the thalamus,IMD,structure,3,130,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-362,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,352,1383390,1.3833900000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-362,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,352,1383390,1.3833900000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-362,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,352,1383390,1.3833900000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-362,AllenCCF-Ontology-2017-362,AllenCCF-Ontology-2017-STRU,352,1383390,1.3833900000000001,#FF909F,255,144,159,Mediodorsal nucleus of thalamus,MD,structure,3,131,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-366,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,356,306336,0.30633600000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-366,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,356,306336,0.30633600000000005,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-366,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,356,306336,0.30633600000000005,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-366,AllenCCF-Ontology-2017-366,AllenCCF-Ontology-2017-STRU,356,306336,0.30633600000000005,#FF909F,255,144,159,Submedial nucleus of the thalamus,SMT,structure,3,132,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-1077,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1066,151324,0.15132400000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1077,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1066,151324,0.15132400000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1077,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1066,151324,0.15132400000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1077,AllenCCF-Ontology-2017-1077,AllenCCF-Ontology-2017-STRU,1066,151324,0.15132400000000001,#FF909F,255,144,159,Perireunensis nucleus,PR,structure,3,133,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-149,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,144,444484,0.4444840000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-149,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,144,444484,0.4444840000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-149,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,144,444484,0.4444840000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-149,AllenCCF-Ontology-2017-149,AllenCCF-Ontology-2017-STRU,144,444484,0.4444840000000001,#FF909F,255,144,159,Paraventricular nucleus of the thalamus,PVT,structure,3,134,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-15,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,13,229952,0.22995200000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-15,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,13,229952,0.22995200000000005,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-15,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,13,229952,0.22995200000000005,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-15,AllenCCF-Ontology-2017-15,AllenCCF-Ontology-2017-STRU,13,229952,0.22995200000000005,#FF909F,255,144,159,Parataenial nucleus,PT,structure,3,135,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-181,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,174,423954,0.42395400000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,
