parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label
AllenCCF-Annotation-2020-266,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,258,607236,0.6072360000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-266,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,258,607236,0.6072360000000001,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-266,AllenCCF-Ontology-2017-266,AllenCCF-Ontology-2017-STRU,258,607236,0.6072360000000001,#90CBED,144,203,237,"Lateral septal nucleus, ventral part",LSv,structure,3,87,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-310,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,300,474314,0.47431400000000007,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-310,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,300,474314,0.47431400000000007,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-310,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,300,474314,0.47431400000000007,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-310,AllenCCF-Ontology-2017-310,AllenCCF-Ontology-2017-STRU,300,474314,0.47431400000000007,#90CBED,144,203,237,Septofimbrial nucleus,SF,structure,3,88,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-333,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,323,36996,0.03699600000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-333,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,323,36996,0.03699600000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-333,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,323,36996,0.03699600000000001,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-333,AllenCCF-Ontology-2017-333,AllenCCF-Ontology-2017-STRU,323,36996,0.03699600000000001,#90CBED,144,203,237,Septohippocampal nucleus,SH,structure,3,89,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-23,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,21,494370,0.4943700000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-23,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,21,494370,0.4943700000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-23,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,21,494370,0.4943700000000001,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-23,AllenCCF-Ontology-2017-23,AllenCCF-Ontology-2017-STRU,21,494370,0.4943700000000001,#80C0E2,128,192,226,Anterior amygdalar area,AAA,structure,3,90,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-292,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,282,24958,0.024958000000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-292,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,282,24958,0.024958000000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-292,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,282,24958,0.024958000000000004,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-292,AllenCCF-Ontology-2017-292,AllenCCF-Ontology-2017-STRU,282,24958,0.024958000000000004,#80C0E2,128,192,226,Bed nucleus of the accessory olfactory tract,BA,structure,3,91,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-544,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,534,309320,0.30932000000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-544,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,534,309320,0.30932000000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-544,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,534,309320,0.30932000000000004,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-544,AllenCCF-Ontology-2017-536,AllenCCF-Ontology-2017-STRU,534,309320,0.30932000000000004,#80C0E2,128,192,226,Central amygdalar nucleus,CEA,structure,3,92,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-544,AllenCCF-Ontology-2017-544,AllenCCF-Ontology-2017-SUBS,534,309320,0.30932000000000004,#80C0E2,128,192,226,"Central amygdalar nucleus, capsular part",CEAc,substructure,4,397,AllenCCF-Ontology-2017-536
AllenCCF-Annotation-2020-551,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,541,259674,0.259674,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-551,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,541,259674,0.259674,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-551,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,541,259674,0.259674,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-551,AllenCCF-Ontology-2017-536,AllenCCF-Ontology-2017-STRU,541,259674,0.259674,#80C0E2,128,192,226,Central amygdalar nucleus,CEA,structure,3,92,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-551,AllenCCF-Ontology-2017-551,AllenCCF-Ontology-2017-SUBS,541,259674,0.259674,#80C0E2,128,192,226,"Central amygdalar nucleus, lateral part",CEAl,substructure,4,398,AllenCCF-Ontology-2017-536
AllenCCF-Annotation-2020-559,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,549,748006,0.7480060000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-559,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,549,748006,0.7480060000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-559,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,549,748006,0.7480060000000002,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-559,AllenCCF-Ontology-2017-536,AllenCCF-Ontology-2017-STRU,549,748006,0.7480060000000002,#80C0E2,128,192,226,Central amygdalar nucleus,CEA,structure,3,92,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-559,AllenCCF-Ontology-2017-559,AllenCCF-Ontology-2017-SUBS,549,748006,0.7480060000000002,#80C0E2,128,192,226,"Central amygdalar nucleus, medial part",CEAm,substructure,4,399,AllenCCF-Ontology-2017-536
AllenCCF-Annotation-2020-1105,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1094,182714,0.18271400000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1105,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1094,182714,0.18271400000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1105,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,1094,182714,0.18271400000000004,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1105,AllenCCF-Ontology-2017-1105,AllenCCF-Ontology-2017-STRU,1094,182714,0.18271400000000004,#80C0E2,128,192,226,Intercalated amygdalar nucleus,IA,structure,3,93,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-403,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,393,2028582,2.0285820000000006,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-403,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,393,2028582,2.0285820000000006,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-403,AllenCCF-Ontology-2017-477,AllenCCF-Ontology-2017-DIVI,393,2028582,2.0285820000000006,#98D6F9,152,214,249,Striatum,STR,division,2,5,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-403,AllenCCF-Ontology-2017-403,AllenCCF-Ontology-2017-STRU,393,2028582,2.0285820000000006,#80C0E2,128,192,226,Medial amygdalar nucleus,MEA,structure,3,94,AllenCCF-Ontology-2017-477
AllenCCF-Annotation-2020-803,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,793,1125620,1.1256200000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-803,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,793,1125620,1.1256200000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-803,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,793,1125620,1.1256200000000003,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1022,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1011,1564816,1.5648160000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1022,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1011,1564816,1.5648160000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1022,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,1011,1564816,1.5648160000000002,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1022,AllenCCF-Ontology-2017-1022,AllenCCF-Ontology-2017-STRU,1011,1564816,1.5648160000000002,#8599CC,133,153,204,"Globus pallidus, external segment",GPe,structure,3,96,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-1031,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1020,423578,0.42357800000000007,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1031,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1020,423578,0.42357800000000007,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1031,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,1020,423578,0.42357800000000007,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1031,AllenCCF-Ontology-2017-1031,AllenCCF-Ontology-2017-STRU,1020,423578,0.42357800000000007,#8599CC,133,153,204,"Globus pallidus, internal segment",GPi,structure,3,97,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-342,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,332,3027112,3.0271120000000007,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-342,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,332,3027112,3.0271120000000007,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-342,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,332,3027112,3.0271120000000007,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-342,AllenCCF-Ontology-2017-342,AllenCCF-Ontology-2017-STRU,332,3027112,3.0271120000000007,#A2B1D8,162,177,216,Substantia innominata,SI,structure,3,98,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-298,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,288,364276,0.36427600000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-298,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,288,364276,0.36427600000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-298,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,288,364276,0.36427600000000004,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-298,AllenCCF-Ontology-2017-298,AllenCCF-Ontology-2017-STRU,288,364276,0.36427600000000004,#A2B1D8,162,177,216,Magnocellular nucleus,MA,structure,3,99,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-564,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,554,415168,0.4151680000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-564,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,554,415168,0.4151680000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-564,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,554,415168,0.4151680000000001,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-564,AllenCCF-Ontology-2017-564,AllenCCF-Ontology-2017-STRU,554,415168,0.4151680000000001,#96A7D3,150,167,211,Medial septal nucleus,MS,structure,3,100,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-596,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,586,739932,0.7399320000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-596,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,586,739932,0.7399320000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-596,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,586,739932,0.7399320000000001,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-596,AllenCCF-Ontology-2017-596,AllenCCF-Ontology-2017-STRU,586,739932,0.7399320000000001,#96A7D3,150,167,211,Diagonal band nucleus,NDB,structure,3,101,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-581,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,571,355850,0.35585000000000006,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-581,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,571,355850,0.35585000000000006,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-581,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,571,355850,0.35585000000000006,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-581,AllenCCF-Ontology-2017-581,AllenCCF-Ontology-2017-STRU,571,355850,0.35585000000000006,#96A7D3,150,167,211,Triangular nucleus of septum,TRS,structure,3,102,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-351,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,341,1340702,1.3407020000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-351,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,341,1340702,1.3407020000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-351,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,341,1340702,1.3407020000000003,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-351,AllenCCF-Ontology-2017-351,AllenCCF-Ontology-2017-STRU,341,1340702,1.3407020000000003,#B3C0DF,179,192,223,Bed nuclei of the stria terminalis,BST,structure,3,103,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-287,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,277,7756,0.007756000000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-287,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,277,7756,0.007756000000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-287,AllenCCF-Ontology-2017-803,AllenCCF-Ontology-2017-DIVI,277,7756,0.007756000000000002,#8599CC,133,153,204,Pallidum,PAL,division,2,6,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-287,AllenCCF-Ontology-2017-287,AllenCCF-Ontology-2017-STRU,277,7756,0.007756000000000002,#B3C0DF,179,192,223,Bed nucleus of the anterior commissure,BAC,structure,3,104,AllenCCF-Ontology-2017-803
AllenCCF-Annotation-2020-549,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,539,919780,0.9197800000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-549,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,539,919780,0.9197800000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-549,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,539,919780,0.9197800000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-629,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,619,817044,0.8170440000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-629,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,619,817044,0.8170440000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-629,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,619,817044,0.8170440000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-629,AllenCCF-Ontology-2017-629,AllenCCF-Ontology-2017-STRU,619,817044,0.8170440000000001,#FF8084,255,128,132,Ventral anterior-lateral complex of the thalamus,VAL,structure,3,106,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-685,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,675,928730,0.9287300000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-685,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,675,928730,0.9287300000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-685,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,675,928730,0.9287300000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-685,AllenCCF-Ontology-2017-685,AllenCCF-Ontology-2017-STRU,675,928730,0.9287300000000002,#FF8084,255,128,132,Ventral medial nucleus of the thalamus,VM,structure,3,107,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-718,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,708,875674,0.8756740000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-718,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,708,875674,0.8756740000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-718,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,708,875674,0.8756740000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-718,AllenCCF-Ontology-2017-718,AllenCCF-Ontology-2017-STRU,708,875674,0.8756740000000002,#FF8084,255,128,132,Ventral posterolateral nucleus of the thalamus,VPL,structure,3,108,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-725,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,715,98824,0.09882400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-725,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,715,98824,0.09882400000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-725,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,715,98824,0.09882400000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-725,AllenCCF-Ontology-2017-725,AllenCCF-Ontology-2017-STRU,715,98824,0.09882400000000002,#FF8084,255,128,132,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,structure,3,109,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-733,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,723,1644660,1.6446600000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-733,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,723,1644660,1.6446600000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-733,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,723,1644660,1.6446600000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-733,AllenCCF-Ontology-2017-733,AllenCCF-Ontology-2017-STRU,723,1644660,1.6446600000000002,#FF8084,255,128,132,Ventral posteromedial nucleus of the thalamus,VPM,structure,3,110,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-741,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,731,215258,0.21525800000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-741,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,731,215258,0.21525800000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-741,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,731,215258,0.21525800000000003,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-741,AllenCCF-Ontology-2017-741,AllenCCF-Ontology-2017-STRU,731,215258,0.21525800000000003,#FF8084,255,128,132,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,structure,3,111,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-563807435,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1304,279602,0.2796020000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-563807435,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1304,279602,0.2796020000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-563807435,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,1304,279602,0.2796020000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-563807435,AllenCCF-Ontology-2017-563807435,AllenCCF-Ontology-2017-STRU,1304,279602,0.2796020000000001,#FF8084,255,128,132,Posterior triangular thalamic nucleus,PoT,structure,3,112,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-414,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,404,70074,0.07007400000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-414,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,404,70074,0.07007400000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-414,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,404,70074,0.07007400000000001,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-414,AllenCCF-Ontology-2017-414,AllenCCF-Ontology-2017-STRU,404,70074,0.07007400000000001,#FF8084,255,128,132,"Subparafascicular nucleus, magnocellular part",SPFm,structure,3,113,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-422,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,412,134918,0.134918,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-422,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,412,134918,0.134918,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-422,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,412,134918,0.134918,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-422,AllenCCF-Ontology-2017-422,AllenCCF-Ontology-2017-STRU,412,134918,0.134918,#FF8084,255,128,132,"Subparafascicular nucleus, parvicellular part",SPFp,structure,3,114,AllenCCF-Ontology-2017-549
AllenCCF-Annotation-2020-609,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,599,132628,0.13262800000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-609,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,599,132628,0.13262800000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-609,AllenCCF-Ontology-2017-549,AllenCCF-Ontology-2017-DIVI,599,132628,0.13262800000000002,#FF7080,255,112,128,Thalamus,TH,division,2,7,AllenCCF-Ontology-2017-8
